FID,X,Y,Call_Taken,Location,Day,x2,y2
222,-10379196.714843,5615858.201346,12/29/2015 12:00:00 AM,2309 9th St S,Day 1,-10379196.7148424,5615858.20134596
223,-10382891.432306,5621800.245131,12/30/2015 12:00:00 AM,1440 Marshall St NE,Day 1,-10382891.432305,5621800.24513077
224,-10379005.34323,5615859.223848,12/29/2015 12:00:00 AM,2415 9th st s,Day 1,-10379005.3432286,5615859.22384778
225,-10377521.917722,5606190.620355,12/30/2015 12:00:00 AM,5557 34th ave so,Day 1,-10377521.9177214,5606190.62035519
226,-10384787.357786,5625638.291118,12/29/2015 12:00:00 AM,3921 lyndale ave n,Day 1,-10384787.3577849,5625638.29111807
227,-10386066.519769,5613174.36022,12/30/2015 12:00:00 AM,3080 HOLMES AVE S,Day 1,-10386066.5197676,5613174.36022021
228,-10381917.477318,5615093.971354,12/29/2015 12:00:00 AM,814 24th st e,Day 1,-10381917.4773174,5615093.97135367
229,-10382904.737018,5621925.678715,12/30/2015 12:00:00 AM,1502 Marshall St NE,Day 1,-10382904.7370167,5621925.67871541
230,-10380252.090425,5623668.042926,12/29/2015 12:00:00 AM,2524 Central Ave NE,Day 1,-10380252.0904236,5623668.04292623
231,-10383837.72174,5614163.020298,12/30/2015 12:00:00 AM,2727 Blaisdell ave s,Day 1,-10383837.7217389,5614163.02029812
232,-10381459.904764,5615791.296463,12/29/2015 12:00:00 AM,1926 11 av s,Day 1,-10381459.9047629,5615791.29646319
233,0,0,12/30/2015 12:00:00 AM,5044 5th at s,Day 1
234,-10377186.752382,5617237.797745,12/29/2015 12:00:00 AM,2610 university ave se,Day 1,-10377186.7523809,5617237.79774475
235,-10382890.067568,5621788.123644,12/30/2015 12:00:00 AM,1434 Marshall St NE,Day 1,-10382890.0675671,5621788.12364392
236,-10384787.357786,5625638.291118,12/29/2015 12:00:00 AM,3921. lyndale ave n,Day 1,-10384787.3577849,5625638.29111807
237,-10381705.82409,5620142.591216,12/30/2015 12:00:00 AM,358 2nd St NE,Day 1,-10381705.8240894,5620142.59121586
238,-10379049.450271,5615963.989922,12/29/2015 12:00:00 AM,2426 butler pl,Day 1,-10379049.4502702,5615963.98992247
239,-10387605.11115,5609640.360994,12/30/2015 12:00:00 AM,2678 W 43 ST W,Day 1,-10387605.1111494,5609640.3609943
240,-10378942.696588,5615964.354399,12/29/2015 12:00:00 AM,2526 butler place,Day 1,-10378942.6965866,5615964.35439896
241,-10384576.257551,5620463.278439,12/30/2015 12:00:00 AM,600 14th ave,Day 1,-10384576.2575497,5620463.27843875
242,-10381939.633542,5610749.291866,12/29/2015 12:00:00 AM,3944 Chicago ave s,Day 1,-10381939.6335405,5610749.29186607
243,-10384616.987913,5620440.321527,12/30/2015 12:00:00 AM,624 14th ave,Day 1,-10384616.9879121,5620440.32152671
244,0,0,12/29/2015 12:00:00 AM,2322 butler pl,Day 1
245,-10383838.885493,5613953.283176,12/30/2015 12:00:00 AM,2801 blaisdell,Day 1,-10383838.8854919,5613953.28317644
246,-10382800.113039,5612478.271424,12/29/2015 12:00:00 AM,3334 4th ave s,Day 1,-10382800.1130384,5612478.27142417
247,-10383837.600263,5614184.75309,12/30/2015 12:00:00 AM,2719 BLAISDELL AVE S,Day 1,-10383837.6002621,5614184.75309018
248,-10379366.129762,5615856.304829,12/29/2015 12:00:00 AM,2205 9th s,Day 1,-10379366.1297613,5615856.30482934
249,-10378777.39139,5618761.241746,12/30/2015 12:00:00 AM,600 14th ave se,Day 1,-10378777.3913892,5618761.24174628
250,0,0,12/29/2015 12:00:00 AM,368 w15th st,Day 1
251,-10381388.865224,5622070.351053,12/30/2015 12:00:00 AM,1534 Washington St NE,Day 1,-10381388.8652231,5622070.35105309
252,-10380241.596243,5623310.178644,12/29/2015 12:00:00 AM,2337 Central Ave NE,Day 1,-10380241.596242,5623310.17864361
253,-10381822.882494,5623651.381629,12/30/2015 12:00:00 AM,2519 4th St NE,Day 1,-10381822.8824932,5623651.38162933
254,-10379223.780443,5615857.832677,12/29/2015 12:00:00 AM,2325 9th st SE,Day 1,-10379223.7804425,5615857.83267721
255,-10378864.415329,5618607.071436,12/30/2015 12:00:00 AM,500 14th ave se,Day 1,-10378864.4153276,5618607.07143626
256,-10379366.381884,5615844.115412,12/29/2015 12:00:00 AM,2204 9th St S,Day 1,-10379366.381883,5615844.11541208
257,0,0,12/29/2015 12:00:00 AM,368 w15th st,Day 1
258,-10381835.189371,5623688.922003,12/30/2015 12:00:00 AM,2532 4th St NE,Day 1,-10381835.1893699,5623688.92200298
259,-10381928.554463,5610209.707504,12/29/2015 12:00:00 AM,4135 chicago ave s,Day 1,-10381928.5544619,5610209.70750387
260,-10381824.682778,5623419.78708,12/30/2015 12:00:00 AM,2391 4th St NE,Day 1,-10381824.6827766,5623419.78708003
261,-10379878.727433,5615836.219068,12/29/2015 12:00:00 AM,909 20th ave s,Day 1,-10379878.7274325,5615836.21906849
262,-10386065.720881,5613307.798465,12/30/2015 12:00:00 AM,3030 Holmes Ave s,Day 1,-10386065.72088,5613307.79846493
263,-10382805.283337,5612927.184174,12/29/2015 12:00:00 AM,3176 4th ave S,Day 1,-10382805.2833363,5612927.18417394
264,-10381375.580254,5621576.698734,12/30/2015 12:00:00 AM,1253 Washington St NE,Day 1,-10381375.5802525,5621576.69873409
265,-10380807.989003,5615495.570352,12/29/2015 12:00:00 AM,2110 Bloomington av s,Day 1,-10380807.9890025,5615495.57035153
266,-10383900.795073,5614517.737046,12/30/2015 12:00:00 AM,131 26th st w,Day 1,-10383900.7950717,5614517.7370462
267,-10379573.87448,5615850.929564,12/29/2015 12:00:00 AM,2122 9th st s,Day 1,-10379573.8744789,5615850.92956445
268,-10381824.811046,5623337.651766,12/30/2015 12:00:00 AM,2341 4th St NE,Day 1,-10381824.8110448,5623337.65176573
269,0,0,12/29/2015 12:00:00 AM,328 w15th,Day 1
270,-10378147.132869,5607441.791004,12/30/2015 12:00:00 AM,5114 nokomis ave,Day 1,-10378147.1328679,5607441.79100379
271,-10379213.630843,5615857.970928,12/29/2015 12:00:00 AM,2319 9th st s,Day 1,-10379213.6308424,5615857.97092799
272,-10386066.040436,5613254.423167,12/30/2015 12:00:00 AM,3050 Holmes ave s,Day 1,-10386066.040435,5613254.42316704
273,-10378854.23022,5615857.812322,12/29/2015 12:00:00 AM,2617 9th st s,Day 1,-10378854.2302191,5615857.81232168
274,-10385507.240333,5614518.760341,12/30/2015 12:00:00 AM,1213 26th st w,Day 1,-10385507.2403315,5614518.76034129
275,0,0,12/29/2015 12:00:00 AM,160 w 15th st,Day 1
276,-10378147.132869,5607441.791004,12/30/2015 12:00:00 AM,5114 nokomis ave,Day 1,-10378147.1328679,5607441.79100379
277,-10380795.771409,5615506.32279,12/29/2015 12:00:00 AM,2103 bloomington ave s,Day 1,-10380795.7714084,5615506.32278956
278,-10384688.044797,5604596.813817,12/30/2015 12:00:00 AM,612 61st st w,Day 1,-10384688.0447962,5604596.81381688
279,-10379362.989674,5615844.045249,12/29/2015 12:00:00 AM,2202 9th st s,Day 1,-10379362.9896732,5615844.04524877
280,-10380326.996227,5619685.34859,12/30/2015 12:00:00 AM,626 4th ave se,Day 1,-10380326.9962256,5619685.34859008
281,-10382800.113039,5612478.271424,12/29/2015 12:00:00 AM,3334 4th ave s,Day 1,-10382800.1130384,5612478.27142417
282,-10387598.860787,5625428.371595,12/30/2015 12:00:00 AM,3838 Thomas Ave N,Day 1,-10387598.860786,5625428.37159542
283,-10380229.976954,5626288.119748,12/29/2015 12:00:00 AM,3447 Central Ave NE,Day 1,-10380229.976953,5626288.11974823
284,-10383839.209262,5613873.733277,12/30/2015 12:00:00 AM,2845 blaisdell,Day 1,-10383839.2092605,5613873.7332775
285,-10379206.864443,5615858.063095,12/29/2015 12:00:00 AM,2315 9th st s,Day 1,-10379206.8644424,5615858.06309518
286,-10378734.011455,5618837.983973,12/30/2015 12:00:00 AM,652 14th ave se,Day 1,-10378734.0114535,5618837.98397271
287,0,0,12/29/2015 12:00:00 AM,15th and LaSalle,Day 1
288,-10383372.924487,5612546.458517,12/30/2015 12:00:00 AM,3308 STEVENS AVE S,Day 1,-10383372.9244858,5612546.45851676
289,-10379120.209669,5620187.682671,12/29/2015 12:00:00 AM,234 Johnson St NE,Day 1,-10379120.2096679,5620187.68267107
290,0,0,12/30/2015 12:00:00 AM,875 9th ave s.e.,Day 1
291,-10379329.764318,5619618.350168,12/30/2015 12:00:00 AM,875 9th ave se,Day 1,-10379329.7643172,5619618.35016793
292,0,0,12/29/2015 12:00:00 AM,469 W 15th ST,Day 1
293,0,0,12/29/2015 12:00:00 AM,160 w 15th st,Day 1
294,-10378744.022209,5618820.274228,12/30/2015 12:00:00 AM,640 14th ave se,Day 1,-10378744.0222079,5618820.27422815
295,-10378127.988077,5608577.18529,12/30/2015 12:00:00 AM,4711 Nokomis ave so,Day 1,-10378127.9880758,5608577.18528953
296,-10378744.022209,5618820.274228,12/30/2015 12:00:00 AM,640 14th ave se,Day 1,-10378744.0222079,5618820.27422815
297,-10387016.368,5621365.187353,12/30/2015 12:00:00 AM,1922 penn ave n,Day 1,-10387016.3679995,5621365.18735327
298,-10387016.262448,5621495.318373,12/30/2015 12:00:00 AM,2018 penn Ave n,Day 1,-10387016.2624467,5621495.31837288
299,0,0,12/30/2015 12:00:00 AM,3550 e 46th st,Day 1
300,-10383368.157844,5611978.39864,12/30/2015 12:00:00 AM,3508 Stevens,Day 1,-10383368.1578426,5611978.39864009
301,-10383083.639773,5612144.250595,12/29/2015 12:00:00 AM,3452 3RD AVE S,Day 1,-10383083.6397719,5612144.25059506
302,-10383070.733544,5611947.308911,12/29/2015 12:00:00 AM,3521 3RD AVE S,Day 1,-10383070.7335427,5611947.30891093
303,-10385446.578728,5621943.112254,12/29/2015 12:00:00 AM,2304 Emerson Ave. N,Day 1,-10385446.5787269,5621943.1122536
304,-10384278.682175,5624710.22887,12/29/2015 12:00:00 AM,3649 3RD st s,Day 1,-10384278.6821744,5624710.2288697
305,-10384082.99868,5616592.348173,12/30/2015 12:00:00 AM,1409 willow,Day 1,-10384082.9986791,5616592.34817256
306,-10385459.339694,5621158.481628,12/30/2015 12:00:00 AM,1815 Emerson ave n,Day 1,-10385459.3396935,5621158.48162767
307,-10383074.228266,5612483.353129,12/30/2015 12:00:00 AM,3333 3rd av s,Day 1,-10383074.2282654,5612483.35312938
308,-10384180.555475,5617006.462714,12/30/2015 12:00:00 AM,Willow and yale pl,Day 1,-10384180.555474,5617006.46271414
309,0,0,12/30/2015 12:00:00 AM,1341 n 2nd st,Day 1
310,-10378654.359056,5614458.069867,12/30/2015 12:00:00 AM,2625 27th ave s,Day 1,-10378654.3590552,5614458.06986665
311,-10383083.894748,5612242.421699,12/30/2015 12:00:00 AM,3416 3RD AVE S,Day 1,-10383083.8947467,5612242.42169854
312,-10385446.567649,5621956.470386,12/30/2015 12:00:00 AM,2312 Emerson Ave n,Day 1,-10385446.5676475,5621956.47038586
313,-10383084.00807,5612286.0533,12/30/2015 12:00:00 AM,3400 3rd ave s,Day 1,-10383084.0080688,5612286.05330009
314,-10383069.683691,5615822.853234,12/30/2015 12:00:00 AM,1911 3rd ave s,Day 1,-10383069.6836902,5615822.85323411
315,-10380029.640658,5616701.854566,12/30/2015 12:00:00 AM,1917 riverside ave,Day 1,-10380029.6406568,5616701.85456612
316,-10385447.137276,5620401.206141,12/30/2015 12:00:00 AM,1315 Emerson ave n,Day 1,-10385447.1372755,5620401.2061411
317,-10381956.991951,5605596.610543,12/30/2015 12:00:00 AM,5725 chicago,Day 1,-10381956.9919499,5605596.61054284
318,-10385470.968596,5624214.794467,12/30/2015 12:00:00 AM,3418 Emerson ave. n,Day 1,-10385470.9685945,5624214.79446692
319,-10381005.675672,5619225.391712,12/30/2015 12:00:00 AM,213 2nd ave se,Day 1,-10381005.6756706,5619225.39171172
320,-10383069.669188,5615826.652708,12/30/2015 12:00:00 AM,1909 3rd ave s,Day 1,-10383069.6691869,5615826.65270795
321,-10383069.654685,5615830.452182,12/30/2015 12:00:00 AM,1907 3rd Ave S,Day 1,-10383069.6546835,5615830.45218179
322,0,0,12/30/2015 12:00:00 AM,10th and washington,Day 1
323,-10385469.659589,5622563.059015,12/30/2015 12:00:00 AM,2636 emerson ave n,Day 1,-10385469.6595885,5622563.05901473
324,-10383076.261804,5612734.215888,12/30/2015 12:00:00 AM,3245 3 av s,Day 1,-10383076.261803,5612734.21588769
325,-10383076.606158,5612799.34578,12/30/2015 12:00:00 AM,3221 3rd Avenue South,Day 1,-10383076.6061565,5612799.34577981
326,-10384082.99868,5616592.348173,12/30/2015 12:00:00 AM,1409 willow st,Day 1,-10384082.9986791,5616592.34817256
327,-10383208.805879,5619503.623444,12/30/2015 12:00:00 AM,525 2ND ST N,Day 1,-10383208.8058785,5619503.62344406
328,-10380625.295866,5618974.714124,12/30/2015 12:00:00 AM,442 2nd st se,Day 1,-10380625.2958649,5618974.71412377
329,0,0,12/30/2015 12:00:00 AM,27 w 15th st,Day 1
330,-10384015.331107,5619273.342235,12/30/2015 12:00:00 AM,711 5th st n,Day 1,-10384015.3311062,5619273.3422352
331,-10383088.654531,5612772.143864,12/30/2015 12:00:00 AM,3230 3 AVE S,Day 1,-10383088.6545299,5612772.14386422
332,-10383081.188274,5611641.704265,12/30/2015 12:00:00 AM,3628 3rd Avenue South,Day 1,-10383081.1882728,5611641.7042647
333,-10383076.606158,5612799.34578,12/30/2015 12:00:00 AM,3221 3rd ave s,Day 1,-10383076.6061565,5612799.34577981
334,-10380695.768887,5619028.386681,12/30/2015 12:00:00 AM,395 2nd St se,Day 1,-10380695.7688855,5619028.38668094
335,-10383070.123273,5614726.475232,12/30/2015 12:00:00 AM,2527 3rd ave s,Day 1,-10383070.1232723,5614726.47523203
336,0,0,12/30/2015 12:00:00 AM,Se hennepin/18 ave se,Day 1
337,-10380743.163737,5619041.081087,12/30/2015 12:00:00 AM,368 2nd st se,Day 1,-10380743.1637363,5619041.0810867
338,-10383069.625678,5615838.051129,12/30/2015 12:00:00 AM,1903 3rd ave south,Day 1,-10383069.6256768,5615838.05112947
339,-10383046.873813,5619341.732016,12/30/2015 12:00:00 AM,401 2nd St n,Day 1,-10383046.8738125,5619341.73201576
340,0,0,12/30/2015 12:00:00 AM,411 N 2ND ST,Day 1
341,-10385483.728329,5623815.851155,12/30/2015 12:00:00 AM,3218 emerson ave n,Day 1,-10385483.7283277,5623815.8511552
342,-10380505.860066,5618967.680972,12/30/2015 12:00:00 AM,225 5th avenue se,Day 1,-10380505.8600654,5618967.68097176
343,-10383824.876438,5619078.673439,12/30/2015 12:00:00 AM,605 5th st n,Day 1,-10383824.8764367,5619078.6734389
344,-10385470.662594,5623097.212743,12/30/2015 12:00:00 AM,2924 Emerson ave n,Day 1,-10385470.6625932,5623097.21274347
345,0,0,12/30/2015 12:00:00 AM,Willow and grant,Day 1
346,-10381947.830414,5615344.901101,12/30/2015 12:00:00 AM,2212 Chicago ave s,Day 1,-10381947.8304129,5615344.90110148
347,0,0,12/30/2015 12:00:00 AM,3076 Emerson Abe n Minneapolis,Day 1
348,-10381969.320497,5605583.643577,12/30/2015 12:00:00 AM,5710 Chicago,Day 1,-10381969.3204964,5605583.64357689
349,-10382932.530329,5619483.697396,12/30/2015 12:00:00 AM,401 1st St n,Day 1,-10382932.5303276,5619483.69739585
350,-10385388.901777,5619935.731219,12/30/2015 12:00:00 AM,1144 van white mem blvd,Day 1,-10385388.9017763,5619935.7312186
351,-10379998.214056,5617677.655733,12/30/2015 12:00:00 AM,1922 1st st so,Day 1,-10379998.2140552,5617677.65573328
352,-10382557.935161,5619111.45454,12/30/2015 12:00:00 AM,115 1st street se,Day 1,-10382557.9351601,5619111.4545397
353,-10381947.821317,5615350.248363,12/30/2015 12:00:00 AM,2208 Chicago AV s,Day 1,-10381947.8213163,5615350.24836257
354,-10381956.517359,5605631.526066,12/30/2015 12:00:00 AM,5719 Chicago,Day 1,-10381956.5173582,5605631.52606553
355,0,0,12/30/2015 12:00:00 AM,507 e 15th,Day 1
356,-10383073.882593,5612456.059026,12/30/2015 12:00:00 AM,3343 3rd ave s,Day 1,-10383073.882592,5612456.05902605
357,-10381955.598741,5605697.116487,12/30/2015 12:00:00 AM,5709 Chicago ave s,Day 1,-10381955.5987395,5605697.11648714
358,-10380801.991263,5615043.60206,12/30/2015 12:00:00 AM,2415 bloomington ave s,Day 1,-10380801.9912622,5615043.60206015
359,0,0,12/30/2015 12:00:00 AM,2636 Emerson ace n Minneapolis,Day 1
360,0,0,12/30/2015 12:00:00 AM,University and 8th ave,Day 1
361,-10383088.798012,5612799.281319,12/30/2015 12:00:00 AM,3220 3RD AVE S,Day 1,-10383088.7980105,5612799.28131927
362,0,0,12/30/2015 12:00:00 AM,395 2nd st s e,Day 1
363,-10379971.555789,5618817.123848,12/30/2015 12:00:00 AM,University Ave se / 8 ave se,Day 1,-10379971.5557885,5618817.12384829
364,-10385352.355254,5619912.098125,12/30/2015 12:00:00 AM,1132 van white mem blvd,Day 1,-10385352.3552533,5619912.09812511
365,-10383218.232756,5612728.080441,12/30/2015 12:00:00 AM,3247  2nd Ave N,Day 1,-10383218.2327549,5612728.08044098
366,-10383088.769315,5612793.853828,12/30/2015 12:00:00 AM,3222 3rd ave s,Day 1,-10383088.7693144,5612793.85382826
367,0,0,12/30/2015 12:00:00 AM,NE Grand & Lowry,Day 1
368,0,0,12/30/2015 12:00:00 AM,528 e 15th st,Day 1
369,-10383083.033922,5612862.076132,12/30/2015 12:00:00 AM,32ND ST & 3RD AVE S,Day 1,-10383083.0339207,5612862.07613176
370,0,0,12/30/2015 12:00:00 AM,Grand & Lowry,Day 1
371,-10380823.062746,5614195.880126,12/30/2015 12:00:00 AM,2714 BLOOMINGTON AVE S,Day 1,-10380823.062745,5614195.88012628
372,-10380583.88283,5618951.396002,12/30/2015 12:00:00 AM,468 2nd st se,Day 1,-10380583.882829,5618951.39600167
373,-10380787.762391,5619066.192911,12/30/2015 12:00:00 AM,340 2nd st se,Day 1,-10380787.7623904,5619066.1929105
374,0,0,12/30/2015 12:00:00 AM,1923 1rst st s,Day 1
375,-10384345.859529,5614694.703787,12/30/2015 12:00:00 AM,2539 Grand Ave NE,Day 1,-10384345.8595277,5614694.70378664
376,-10383858.469882,5619112.927542,12/30/2015 12:00:00 AM,623 5th st n,Day 1,-10383858.4698807,5619112.92754249
377,0,0,12/30/2015 12:00:00 AM,E 16th st/ Chicago,Day 1
378,0,0,12/30/2015 12:00:00 AM,3330 Fremont,Day 1
379,0,0,12/30/2015 12:00:00 AM,Grand & Lowry,Day 1
380,-10381957.064625,5605589.673895,12/30/2015 12:00:00 AM,5729 Chicago ave s,Day 1,-10381957.0646241,5605589.67389466
381,0,0,12/30/2015 12:00:00 AM,2321 n 2nd st,Day 1
382,-10380743.163737,5619041.081087,12/30/2015 12:00:00 AM,368 2nd st se,Day 1,-10380743.1637363,5619041.0810867
383,-10380803.39128,5609039.909794,12/30/2015 12:00:00 AM,4547 Bloomington ave s,Day 1,-10380803.3912786,5609039.90979377
384,-10383827.427702,5619355.693607,12/30/2015 12:00:00 AM,738 4th st n,Day 1,-10383827.4277008,5619355.69360658
385,-10382776.976116,5623784.294561,12/30/2015 12:00:00 AM,2537 Grand St NE,Day 1,-10382776.976115,5623784.29456134
386,0,0,12/30/2015 12:00:00 AM,3550 E 46TH ST,Day 1
387,-10383385.115469,5619699.203705,12/30/2015 12:00:00 AM,680 2nd st n,Day 1,-10383385.1154675,5619699.20370534
388,-10380802.632867,5610742.246514,12/30/2015 12:00:00 AM,3945 bloomington ave s,Day 1,-10380802.6328658,5610742.24651433
389,-10379802.138873,5617644.067623,12/30/2015 12:00:00 AM,2041 1st Street south,Day 1,-10379802.1388724,5617644.06762319
390,0,0,12/30/2015 12:00:00 AM,528 e15th st,Day 1
391,-10380453.703219,5619036.578602,12/30/2015 12:00:00 AM,274 5th ave se,Day 1,-10380453.7032176,5619036.57860152
392,0,0,12/30/2015 12:00:00 AM,4th and 8th,Day 1
393,0,0,12/30/2015 12:00:00 AM,604 e15th st,Day 1
394,-10380464.365004,5619042.492297,12/30/2015 12:00:00 AM,275 5th ave se,Day 1,-10380464.3650025,5619042.4922975
395,0,0,12/30/2015 12:00:00 AM,503 E 15th St,Day 1
396,-10379886.052189,5618965.471565,12/30/2015 12:00:00 AM,800-851 4th st se,Day 1,-10379886.0521877,5618965.47156534
397,-10380898.719975,5619142.636755,12/30/2015 12:00:00 AM,273 2nd st se,Day 1,-10380898.719974,5619142.63675499
398,-10380820.929469,5612263.258756,12/30/2015 12:00:00 AM,3408 bloomington,Day 1,-10380820.9294676,5612263.2587563
399,-10383089.027581,5612842.701247,12/30/2015 12:00:00 AM,3204 3RD AV S,Day 1,-10383089.0275796,5612842.70124735
400,-10379992.692915,5623588.336127,12/30/2015 12:00:00 AM,1026 Lowry Ave NE,Day 1,-10379992.6929139,5623588.33612713
401,-10387016.925708,5620781.798923,12/30/2015 12:00:00 AM,1604 Penn Ave N,Day 1,-10387016.925707,5620781.79892337
402,-10387028.048484,5621764.842516,12/30/2015 12:00:00 AM,2207 penn ave no,Day 1,-10387028.0484828,5621764.84251563
403,-10387029.230277,5620893.722995,12/30/2015 12:00:00 AM,1627 penn Ave n,Day 1,-10387029.2302762,5620893.72299461
404,0,0,12/30/2015 12:00:00 AM,3540,Day 1
405,-10378127.988077,5608577.18529,12/30/2015 12:00:00 AM,4711 Nokomis ave,Day 1,-10378127.9880758,5608577.18528953
406,-10383367.662352,5612118.116178,12/30/2015 12:00:00 AM,3434 Stevens ave,Day 1,-10383367.6623509,5612118.11617819
407,-10384787.5083,5625693.077614,12/30/2015 12:00:00 AM,3941 LYNDALE AVE N,Day 1,-10384787.5082986,5625693.07761369
408,-10385611.523029,5623328.044786,12/30/2015 12:00:00 AM,3010 FREMONT AVE N,Day 1,-10385611.5230276,5623328.04478593
409,-10380826.05783,5619520.791578,12/30/2015 12:00:00 AM,406 2nd ave se,Day 2,-10380826.0578293,5619520.79157771
410,-10380711.788084,5619725.412986,12/30/2015 12:00:00 AM,524 2nd Ave Se,Day 2,-10380711.7880828,5619725.41298562
411,-10386632.590323,5613293.608184,12/30/2015 12:00:00 AM,3036 Knox ave s,Day 2,-10386632.5903217,5613293.60818397
412,-10386632.608783,5613282.950604,12/30/2015 12:00:00 AM,3040 Knox ave s,Day 2,-10386632.6087817,5613282.95060352
413,-10381096.823488,5610740.926046,12/30/2015 12:00:00 AM,3946 14th Ave s,Day 2,-10381096.8234871,5610740.92604576
414,-10386632.581093,5613298.936974,12/30/2015 12:00:00 AM,3034 knox ave s.,Day 2,-10386632.5810917,5613298.9369742
415,-10381096.870046,5610555.63494,12/30/2015 12:00:00 AM,4010 14th ave,Day 2,-10381096.8700448,5610555.63493993
416,0,0,12/30/2015 12:00:00 AM,408 erie nd ave se,Day 2
417,-10380713.100633,5619723.051953,12/30/2015 12:00:00 AM,522 2nd ave se,Day 2,-10380713.1006318,5619723.0519528
418,-10386490.547803,5613350.258891,12/30/2015 12:00:00 AM,3014 James ave s.,Day 2,-10386490.5478025,5613350.25889141
419,-10381100.748827,5611984.892359,12/30/2015 12:00:00 AM,3506 14th ave S,Day 2,-10381100.7488264,5611984.89235901
420,-10385059.179212,5616041.787028,12/30/2015 12:00:00 AM,1820 Bryant ave s,Day 2,-10385059.179211,5616041.78702841
421,-10381096.826438,5610719.220692,12/30/2015 12:00:00 AM,3954 14th ave s.,Day 2,-10381096.8264367,5610719.22069194
422,-10380714.413182,5619720.69092,12/30/2015 12:00:00 AM,520 2nd ave se,Day 2,-10380714.4131808,5619720.69091998
