Club,Last Name,First Name,Position,Salary,Compensation,Year
New York Red Bulls,Ouimette,Karl,D,63000,63000,2016
Vancouver Whitecaps,Ousted,David,GK,360000,378933.33,2016
Columbus Crew,Pacifici,Matt,GK,51499.92,51499.92,2016
Sporting Kansas City,Palmer-Brown,Erik,D,65000,65500,2016
FC Dallas,Paparatto,Norberto,D,174999.96,174999.96,2016
Colorado Rapids,Pappa,Marco,M,110000,110000,2016
Vancouver Whitecaps,Parker,Tim,D,66000,84750,2016
Columbus Crew,Parkhurst,Michael,D,275000,300000,2016
Portland Timbers,Peay,Taylor,D,53472,53472,2016
San Jose Earthquakes,Pelosi,Marc,M,72000,84500,2016
Vancouver Whitecaps,Perez,Blas,F,215000,225750,2016
Orlando City SC,Perez,Matias,F,250000,250000,2016
New York Red Bulls,Perrinelle,Damien,D,140000,140000,2016
Sporting Kansas City,Peterson,Jacob,F,137750,144625,2016
Colorado Rapids,Pfeffer,Zach,M,101000,101000,2016
Real Salt Lake,Phillips,Demar,D,127500,135333.33,2016
Montreal Impact,Piatti,Ignacio,M,425000,425000,2016
New York City FC,Pirlo,Andrea,M,5600000,5915690,2016
FC Dallas,Pitter,Timo,M-F,51504,51504,2016
Real Salt Lake,Plata,Joao,F,175000,175000,2016
Portland Timbers,Polk,Ben,F,62500,68750,2016
Chicago Fire,Polster,Matt,M,84000,99000,2016
FC Dallas,Pomykal,Paxton,M,51504,56504,2016
Philadelphia Union,Pontius,Chris,M-F,380000,411000,2016
Sporting Kansas City,Porter,Cameron,F,62500,69750,2016
Portland Timbers,Powell,Alvas,D,95000,103700,2016
Colorado Rapids,Powers,Dillon,M,270000,300000,2016
San Jose Earthquakes,Quintero,Alberto,M,169992,190717,2016
Orlando City SC,Ramajo,David Mateos,D,420000,453333.33,2016
Colorado Rapids,Ramirez,Juan Edgardo,M,85000,85000,2016
Orlando City SC,Ramos,Rafael,D,96000,96000,2016
Chicago Fire,Ramos,Rodrigo,D,80000,84000,2016
New York City FC,Rawls,Andre,GK,62508,62508,2016
Orlando City SC,Redding,Tommy,D,95000,102500,2016
Seattle Sounders FC,Remick,Dylan,D,63000,63000,2016
Philadelphia Union,Restrepo,Walter,M,125000,139500,2016
New York Red Bulls,Reynish,Kyle,GK,62500,62500,2016
Orlando City SC,Ribeiro,Pedro,M-F,63000,63000,2016
Toronto FC,Ricketts,Tosaint,F,63000,81333.33,2016
Portland Timbers,Ridgewell,Liam,D,1100000,1140000,2016
Real Salt Lake,Rimando,Nick,GK,400000,420000,2016
Orlando City SC,Rivas,Carlos,M,80000,80000,2016
Toronto FC,Roberts,Quillan,GK,63000,63000,2016
DC United,Robinson,Jalen,D,75000,87000,2016
New York Red Bulls,Robles,Luis,GK,265000,267500,2016
Orlando City SC,Rocha,Tony,M,62496,62496,2016
Orlando City SC,Rochez,Bryan,F,180000,259500,2016
Houston Dynamo,Rodriguez,Raul,D,350000,379333.33,2016
LA Galaxy,Rogers,Robbie,M,220000,228500,2016
Seattle Sounders FC,Roldan,Cristian,M,95000,117000,2016
DC United,Rolfe,Chris,F,257500,272500,2016
Montreal Impact,Romero,Andres,M,110000,110000,2016
LA Galaxy,Romney,David,D,63000,63000,2016
FC Dallas,Rosales,Mauro,M,62500,62500,2016
Philadelphia Union,Rosenberry,Keegan,D,62500,68312.5,2016
LA Galaxy,Rowe,Brian,GK,80000,80000,2016
New England Revolution,Rowe,Kelyn,M,160000,241000,2016
New York Red Bulls,Royer,Daniel,M,375000,375000,2016
Sporting Kansas City,Rubio Kostner,Diego,F,180000,196875,2016
FC Dallas,Ruiz,Carlos,F,72000,72000,2016
DC United,Saborio,Alvaro,F,420000,535500,2016
Columbus Crew,Saeid,Mohammed,M,110000,120000,2016
Montreal Impact,Salazar,Michael,F,51492,51492,2016
San Jose Earthquakes,Salinas,Shea,M,163125,166458.33,2016
Sporting Kansas City,Salloi,Daniel,F,51500,51500,2016
DC United,Sam,Lloyd,M-F,230000,240000,2016
Real Salt Lake,Sandoval,Devon,F,67500,67500,2016
Philadelphia Union,Sapong,CJ,F,225000,225000,2016
Columbus Crew,Saravia,Rodrigo,M,51504,51504,2016
San Jose Earthquakes,Sarkodie,Kofi,D,62500,62500,2016
DC United,Sarvas,Marcelo,M,360000,425000,2016
Real Salt Lake,Saucedo,Sebastian,M,62500,73000,2016
New York City FC,Saunders,Josh,GK,150000,150000,2016
Columbus Crew,Sauro,Gaston,D,585000,601312.5,2016
Real Salt Lake,Schuler,Chris,D,62499.96,67499.96,2016
Seattle Sounders FC,Scott,Zach,D,62500,62500,2016
Vancouver Whitecaps,Seiler,Cole,D,51500,51500,2016
FC Dallas,Seitz,Chris,GK,136000,136000,2016
Colorado Rapids,Serna,Dillon,M,66000,79000,2016
Orlando City SC,Shea,Brek,M-D,550000,595000,2016
New York City FC,Shelton,Khiry,F,77000,94500,2016
San Jose Earthquakes,Sherrod,Mark,F,63000,63000,2016
Montreal Impact,Shipp,Harrison,M,104500,129500,2016
New England Revolution,Shuttleworth,Robert,GK,137500,154375,2016
San Jose Earthquakes,Silva,Matheus,M,52500,52500,2016
Toronto FC,Simonin,Clement,D,63000,63000,2016
Sporting Kansas City,Sinovic,Seth,D,105000,112666.67,2016
Colorado Rapids,Sjoberg,Axel,D,66000,81000,2016
New England Revolution,Smith,Donnie,M,63000,63000,2016
Vancouver Whitecaps,Smith,Jordan,D,115000,122743,2016
Chicago Fire,Solignac,Luis,F,85000,85000,2016
LA Galaxy,Sorto,Oscar,D,63000,64875,2016
Colorado Rapids,St. Ledger,Sean,D,191875,194375,2016
Orlando City SC,Stajduhar,Mason,GK,51500,51500,2016
Columbus Crew,Steffen,Zack,GK,100008,100008,2016
Houston Dynamo,Steinberger,Zach,M,63000,79250,2016
Chicago Fire,Stephens,Michael,M,105000,115000,2016
LA Galaxy,Steres,Daniel,D,62500,65086.04,2016
Real Salt Lake,Stertzer,John,M,66000,75166.67,2016
San Jose Earthquakes,Stewart,Jordan,M-D,100000,100000,2016
Seattle Sounders FC,Sturgis,Nathan,M,62508,62508,2016
Columbus Crew,Stuver,Brad,GK,63000,63000,2016
Real Salt Lake,Sunday,Stephen,M,220000,233000,2016
Columbus Crew,Swanson,Ben,M,70000,90416.67,2016
Atlanta United,Tambakis,Alexander,GK,63000,63000,2016
San Jose Earthquakes,Tarbell,Andrew,GK,70000,84000,2016
Portland Timbers,Taylor,Jermaine,D,150000,150000,2016
Portland Timbers,Taylor,Steven,D,300000,319583.33,2016
New York City FC,Taylor,Tony,F,82500,91875,2016
Columbus Crew,Tchani,Tony,M,250000,283333.33,2016
Vancouver Whitecaps,Techera,Cristian,M,320000,345000,2016
Vancouver Whitecaps,Teibert,Russell,M,115000,182500,2016
Chicago Fire,Thiam,Khaly,M,144000,149000,2016
Portland Timbers,Thoma,Andy,D,62500,64000,2016
San Jose Earthquakes,Thompson,Tommy,M,150000,155000,2016
New England Revolution,Tierney,Chris,D-M,125000,133333.33,2016
Montreal Impact,Toia,Donny,D,67500,67500,2016
Vancouver Whitecaps,Tornaghi,Paolo,GK,62500,62500,2016
Houston Dynamo,Torres,Erick,F,575000,590000,2016
Seattle Sounders FC,Torres,Roman,D,416000,491812.5,2016
Columbus Crew,Trapp,Wil,M,151250,178250,2016
Philadelphia Union,Tribbett,Ken,D,51500,51500,2016
Philadelphia Union,Trusty,Auston,D,51500.04,80600.04,2016
,Tshuma,Schillo,F,81999.96,119999.96,2016
New England Revolution,Turner,Matt,GK,51500.04,51500.04,2016
Orlando City SC,Turner,Tyler,D,63000,63000,2016
FC Dallas,Ulloa,Victor,M,130000,132500,2016
FC Dallas,Urruti,Maximiliano,F,250000,250000,2016
Seattle Sounders FC,Valdez,Nelson,F,1200000,1455000,2016
Portland Timbers,Valentin,Zarek,D,90000,90000,2016
Portland Timbers,Valeri,Diego,M,225000,605000,2016
LA Galaxy,Van Damme,Jelle,D,425000,468750,2016
Real Salt Lake,Velazco,Ricardo,F,62508,62508,2016
Montreal Impact,Venegas,Johan,M,200000,212500,2016
New York Red Bulls,Veron,Gonzalo,M-F,500000,500000,2016
New York City FC,Villa,David,F,5610000,5610000,2016
Atlanta United,Villalba,Hector,F,62508,170258,2016
LA Galaxy,Villarreal,Jose,F,90000,90000,2016
Chicago Fire,Vincent,Brandon,D,70000,91875,2016
DC United,Vincent,Rob,M-F,62508,62508,2016
Columbus Crew,Wahl,Tyson,D,115000,115000,2016
Houston Dynamo,Warner,Collen,M,146933.85,174433.85,2016
Philadelphia Union,Washington,Taylor,D,51500,51500,2016
Vancouver Whitecaps,Waston,Kendall,D,300000,318125,2016
New England Revolution,Watson,Je-Vaughn,D-M,110004,115670.67,2016
Colorado Rapids,Watts,Jared,D-M,68000,68000,2016
Real Salt Lake,Welshman,Emery,F,62500,62500,2016
Houston Dynamo,Wenger,Andrew,M,190000,190000,2016
New York City FC,White,Ethan,D,62500,62500,2016
Toronto FC,Williams,Josh,D,131250,131250,2016
Colorado Rapids,Williams,Mekeil,D,85000,90000,2016
Montreal Impact,Williams,Romario,F,75000,97000,2016
Houston Dynamo,Williams,Sheanon,D,162500,171500,2016
Houston Dynamo,Willis,Joe,GK,94500,94500,2016
Real Salt Lake,Wingert,Chris,D,235000,235000,2016
San Jose Earthquakes,Wondolowski,Chris,F,650000,700000,2016
New England Revolution,Woodberry,London,D,63000,63000,2016
DC United,Worra,Travis,GK,53472,53472,2016
New York Red Bulls,Wright-Phillips,Bradley,F,650000,715000,2016
New York Red Bulls,Wright-Phillips,Shaun,M,100000,125500,2016
San Jose Earthquakes,Wynne,Marvell,D,213750,224375,2016
Philadelphia Union,Yaro,Joshua,D,130000,194000,2016
LA Galaxy,Zardes,Gyasi,F,472500,472500,2016
Toronto FC,Zavaleta,Eriq,D,93500,124100,2016
Portland Timbers,Zemanski,Ben,M,85000,89000,2016
FC Dallas,Zimmerman,Walker,D,174000,174000,2016
New York Red Bulls,Zizzo,,M,105000,105000,2016
New York Red Bulls,Zubar,,D,240000,320000,2016
Sporting Kansas City,Zusi,,M,700000,732102.27,2016
New York Red Bulls,Abang,Anatole,F,65625,65625,2017
New York Red Bulls,Adams,Tyler,M,75000,91041.67,2017
Sporting Kansas City,Abdul-Salaam,Saad,D,96800,110550,2017
Chicago Fire,Accam,David,F-M,750000,820937.5,2017
Columbus Crew,Abu,Mohammed,M,165000,171250,2017
Columbus Crew,Abubakar,"Alhassan ""Lalas""",D,65000.04,72500.04,2017
Columbus Crew,Afful,Harrison,D,280000,296666.67,2017
Colorado Rapids,Adjei-Boateng,Bismark,M,300000,341246,2017
Colorado Rapids,Aigner,Stefan,M,425000.04,470885.46,2017
FC Dallas,Acosta,Kellyn,M,260000,280000,2017
FC Dallas,Akindele,Tesho,F-M,95000,112500,2017
DC United,Acosta,Luciano,M-F,500000,602000,2017
Houston Dynamo,Alexander,Eric,M,190000,203750,2017
Real Salt Lake,Acosta,Danilo,M,65625,65625,2017
Real Salt Lake,Allen,Jordan,M,178000,178000,2017
LA Galaxy,Alessandrini,Romain,M,1669400.64,1999400.64,2017
Seattle Sounders FC,Adekoya,Seyi,F,53004,53004,2017
Seattle Sounders FC,Alfaro,Tony,D,54075,54075,2017
Vancouver Whitecaps,Adekugbe,Samuel,D,80000,85000,2017
Minnesota United,Allen,Brandon,F,65625,65625,2017
Portland Timbers,Adi,Fanendo,F,1190004,1736254,2017
New England Revolution,Agudelo,Juan,F,475000,502500,2017
San Jose Earthquakes,Affolter,Francois,D,120000,154250,2017
San Jose Earthquakes,Alashe,Fatai,M,98175,114425,2017
New York City FC,Allen,RJ,D,100000.08,101666.75,2017
Orlando City SC,Aja,Jose,D,216000,216000,2017
Philadelphia Union,Alberg,Roland,M,345000,394250,2017
Atlanta United,Almiron,Miguel,M,1912500,2297000,2017
Seattle Sounders FC,Alonso,Osvaldo,M,1100000.04,1141667.04,2017
Toronto FC,Alseth,Oyvind,M-D,53004,53004,2017
Orlando City SC,Alston,Kevin,D,135000,135000,2017
Toronto FC,Altidore,Jozy,F,4875000,4875000,2017
Chicago Fire,Alvarez,Arturo,M,135000,142500,2017
LAFC,Alvarez,Carlos,M,65004,65004,2017
San Jose Earthquakes,Amarikwa,Quincy,F,256500,270166.67,2017
Atlanta United,Ambrose,Mikey,D,65625,65625,2017
Portland Timbers,Andriuskevicius,Vytautas,D,222500,244375,2017
New England Revolution,Angoua,Benjamin,D,600000,654333.33,2017
Houston Dynamo,Anibaba,Jalil,D,110004,110004,2017
Minnesota United,Anor,Bernardo,M,105000,105000,2017
Portland Timbers,Arboleda,Victor,M-F,65000.04,65000.04,2017
LA Galaxy,Arellano,Hugo,D,65000,72375,2017
Portland Timbers,Arokoyo,Gbenga,D,135000,155600,2017
DC United,Arriola,Paul,M,336000,350000,2017
Chicago Fire,Arshakyan,David,F,156000,178850,2017
Atlanta United,Asad,Yamil,M,150000,150000,2017
Portland Timbers,Asprilla,Dairon,M-F,138000,138000,2017
Portland Timbers,Attinella,Jeff,GK,100000,105083.33,2017
Toronto FC,Aubrey,Brandon,D,75000,93750,2017
New York City FC,Awuah,Kwame,D-M,53004,53004,2017
Philadelphia Union,Ayuk,Eric,M,65625,65625,2017
Colorado Rapids,Azira,Michael,M,110000,116625,2017
New York Red Bulls,Baah,Gideon,D,230000,315500,2017
Colorado Rapids,Badji,Dominique,F,65000,65000,2017
Portland Timbers,Barmby,Jack,M-F,65004,65004,2017
Orlando City SC,Barnes,Giles,F-M,725000,781250,2017
San Jose Earthquakes,Barrera,Leandro,F,100000,100000,2017
Real Salt Lake,Barrett,Chad,F,99000,105000,2017
FC Dallas,Barrios,Michael,M,200000.04,200000.04,2017
Orlando City SC,Barry,Hadji,F,68750,73312.5,2017
New York Red Bulls,Basuljevic,Arun,M,53004,53004,2017
Chicago Fire,Bava,Jorge Rodrigo,GK,240000,267133.34,2017
Houston Dynamo,Beasley,DaMarcus,D,316008,351008,2017
Real Salt Lake,Beckerman,Kyle,M,750000,825000,2017
Philadelphia Union,Bedoya,Alejandro,M,1131000,1197250,2017
Toronto FC,Beitashour,Steven,D,250000,264000,2017
Montreal Impact,Beland Goyette,Louis,M,53000,54250,2017
Sporting Kansas City,Belmar,Kharlton,F,65004,65004,2017
Real Salt Lake,Beltran,Anthony,D,220000,230950,2017
Orlando City SC,Bendik,Joe,GK,165000,174083.4,2017
Montreal Impact,Bernardello,Hernan,M,288000,288000,2017
San Jose Earthquakes,Bernardez,Victor,D,225000,266600,2017
Colorado Rapids,Berner,John,GK,66150,66150,2017
Montreal Impact,Bernier,Patrice,M,165000,165000,2017
San Jose Earthquakes,Bersano,Matt,GK,65004,65004,2017
Sporting Kansas City,Besler,Matt,D,725000,758250,2017
Real Salt Lake,Besler,Nick,M,53000.04,53000.04,2017
New York Red Bulls,Bezecourt,Vincent,M,53004,53004,2017
San Jose Earthquakes,Bingham,David,GK,190000,197750,2017
DC United,Birnbaum,Steven,D,474996,499996,2017
Montreal Impact,Bitolo Oyongo,Ambroise,D,100000,100000,2017
Philadelphia Union,Blake,Andre,GK,148500,186500,2017
Portland Timbers,Blanco,Sebastian,M,1000008,1075008,2017
Sporting Kansas City,Blessing,Latif,F,65004,74379,2017
Atlanta United,Bloom,Mark,D,99225,106573.89,2017
LA Galaxy,Boateng,Emmanuel,F,115000,115000,2017
Vancouver Whitecaps,Bolanos,Christian,M,250000,253500,2017
Montreal Impact,Boldor,Deian,D,324000,324000,2017
Toronto FC,Bono,Alex,GK,70000,90200,2017
Atlanta United,Boswell,Bobby,D,260000,260000,2017
Minnesota United,Boxall,Michael,D,225000,242333.33,2017
Toronto FC,Bradley,Michael,M,6000000,6500000,2017
New York City FC,Brilliant,Frederic,D,280000,319666.67,2017
Chicago Fire,Bronico,Brandt,M,65004,65004,2017
DC United,Brown,Deshorn,F,264996,337329.33,2017
Houston Dynamo,Brown,Calle,GK,65000,65000,2017
Seattle Sounders FC,Bruin,Will,F,325000,326666.67,2017
DC United,Buescher,Julian,M,80000,94700,2017
New England Revolution,Bunbury,Teal,F,215000,260000,2017
Minnesota United,Burch,Marc,D,135000,135000,2017
Colorado Rapids,Burling,Bobby,D,120000,152000,2017
Montreal Impact,Bush,Evan,GK,136750,136750,2017
Sporting Kansas City,Busio,Gianluca,F,53004,55504,2017
Vancouver Whitecaps,Bustos,Marco,M,65625,70475,2017
Houston Dynamo,Cabezas,Juan David,M,243000,267000,2017
Montreal Impact,Cabrera,Victor,D,260000,260000,2017
New England Revolution,Caldwell,Scott,M,115000,125000,2017
Chicago Fire,Calistri,Joey,M,54075,54075,2017
New York City FC,Callens,Alexander,D,180000,203333.33,2017
Colorado Rapids,Calvert,Caleb,F,100000,107500,2017
Minnesota United,Calvo,Francisco,D,300000,330843.63,2017
Montreal Impact,Camara,Hassoun,D,255000,255000,2017
New York City FC,Camargo,Miguel,M,99999.96,108249.96,2017
Toronto FC,Camargo,Sergio,M,65004,65004,2017
Chicago Fire,Campbell,Jonathan,D,101750,109875,2017
FC Dallas,Cannon,Reggie,D,53000.04,53000.04,2017
DC United,Canouse,Russell,M,65000.04,65000.04,2017
Atlanta United,Carleton,Andrew,M-F,65000,77400,2017
Atlanta United,Carmona,Carlos,M,675000,725000,2017
Orlando City SC,Carrasco,Servando,M,114996,114996,2017
Philadelphia Union,Carroll,Brian,M,132000,140000,2017
Colorado Rapids,Castillo,Dennis,D,54075,54075,2017
San Jose Earthquakes,Cato,Cordell,D-M,137000,138666.67,2017
San Jose Earthquakes,Ceren,Darwin,M,200000,249375,2017
FC Dallas,Cermeno,Carlos,M,120000,123000,2017
FC Dallas,Chala,Anibal,D,250000.08,333000.08,2017
New York City FC,Chanot,Maxime,D,350000,383000,2017
Toronto FC,Chapman,Jay,M,90000,108500,2017
Portland Timbers,Chara,Diego,M,500000,522000,2017
Toronto FC,Cheyrou,Benoit,M,65004,65004,2017
Montreal Impact,Choiniere,David,M,54075,54075,2017
LA Galaxy,Ciani,Michael,D,600000,620000,2017
Montreal Impact,Ciman,Laurent,D,630000,661666.67,2017
DC United,Clark,Steven,GK,72000,72000,2017
Houston Dynamo,Clark,Ricardo,M,335160,372660,2017
Portland Timbers,Clarke,Rennico,D,53004,58004,2017
Chicago Fire,Cleveland,Stefan,GK,53004,53004,2017
LA Galaxy,Cole,Ashley,D,350000,377625,2017
New York Red Bulls,Collin,Aurelien,D,450000,450000,2017
FC Dallas,Colman,Cristian,F,300000,385000,2017
San Jose Earthquakes,Colvey,Kip,D,54075,54075,2017
Chicago Fire,Conner,Drew,M,65625,65625,2017
Toronto FC,Cooper,Armando,M,189000,202333.33,2017
Chicago Fire,Corrales,Jorge,D,65004,65004,2017
FC Dallas,Cortes,Eduardo,GK,65004,65004,2017
FC Dallas,Craft,Coy,F-M,85000,102083.33,2017
Philadelphia Union,Creavalle,Warren,M,125000,138000,2017
Montreal Impact,Crepeau,Maxime,GK,75000,79083.33,2017
Columbus Crew,Crognale,Alex,D,84996,84996,2017
Minnesota United,Cronin,Sam,M,300000,324750,2017
New England Revolution,Cropper,Cody,F,65625,65625,2017
San Jose Earthquakes,Cummings,Harold,D,249996,300662.67,2017
Colorado Rapids,Da Fonte,Mike,D,65004,65004,2017
Houston Dynamo,Da Silva,Leonardo,D,140004,147670.67,2017
Orlando City SC,Da Silva,Pierre,M,53004,53004,2017
Minnesota United,Danladi,Abu,F,125000.04,176000.04,2017
Philadelphia Union,Davies,Charlie,F,108960,114684.94,2017
Vancouver Whitecaps,Davies,Alphonso,M,65000,65000,2017
Minnesota United,Davis,Justin,D,80000,89750,2017
New York Red Bulls,Davis,Sean,M,110000,127500,2017
San Jose Earthquakes,Dawkins,Simon,M,800000,800000,2017
Vancouver Whitecaps,de Jong,Marcel,D-M,140000,140000,2017
Chicago Fire,De Leeuw,Michael,F,500000,564212.5,2017
Columbus Crew,De Lima Junior,Artur,M,80004,99879,2017
Minnesota United,De Villardi,Thomas,D,53004,53004,2017
Chicago Fire,Dean,Christian,D,90000,93125,2017
Chicago Fire,Dekovic,Matej,D,65004,65004,2017
Houston Dynamo,DeLaGarza,AJ,D,250000,252500,2017
Seattle Sounders FC,Delem,Jordy,M,53004,53004,2017
DC United,DeLeon,Nick,M,255000,255000,2017
Toronto FC,Delgado,Marco,M,210000,210000,2017
Minnesota United,Demidov,Vadim,D,550008,555008,2017
Seattle Sounders FC,Dempsey,Clint,F,3200000,3892933.5,2017
Montreal Impact,Depuy,Nick,F,65000.04,72500.04,2017
Houston Dynamo,Deric,Tyler,GK,185000,185000,2017
LA Galaxy,Diallo,Bradley,D,65004,65004,2017
FC Dallas,Diaz,Mauro,M,784000,880890,2017
Sporting Kansas City,Didic,Amer,D,53004,53004,2017
New England Revolution,Dielna,Claude,D,780000,909861,2017
LA Galaxy,Diop,Clement,GK,65625,65625,2017
New York City FC,Diskerud,Mix,M,772669,772669,2017
Montreal Impact,Donadel,Marco,M,72000,257328,2017
Orlando City SC,Donovan,Conor,D,100000,128000,2017
Chicago Fire,Doody,Patrick,D,65000,65000,2017
LA Galaxy,Dos Santos,Giovani,F,3750000,5500000,2017
LA Galaxy,Dos Santos,Jonathan,M,2000000.04,2000000.04,2017
Colorado Rapids,Doyle,Kevin,F,1000000,1045000,2017
New York Red Bulls,Duka,Dilly,M,175000,175000,2017
Real Salt Lake,Dunk,Reagan,D,53004,53004,2017
DC United,Durkin,Chris,D-M,70000,79166.67,2017
Montreal Impact,Duvall,Chris,D,70875,70875,2017
Orlando City SC,Dwyer,Dom,F,550000,668750,2017
Sporting Kansas City,Dykstra,Andrew,GK,80004,87654.51,2017
Montreal Impact,Dzemaili,Blerim,M,750000,750000,2017
Portland Timbers,Ebobisse,Jeremy,F,130000,173000,2017
Vancouver Whitecaps,Edgar,David,D,175000,183833.33,2017
Philadelphia Union,Edu,Maurice,M,750000,818750,2017
Orlando City SC,Edwards,Earl,GK,65000,65000,2017
Toronto FC,Edwards,Raheem,F,53004,53004,2017
Houston Dynamo,Elis,Alberth,F,423000,423000,2017
Philadelphia Union,Elliott,Jack,D,53004,53004,2017
Sporting Kansas City,Ellis,Kevin,D,140004,148337.33,2017
Toronto FC,Endoh,Tsubasa,F,54075,54075,2017
Philadelphia Union,Epps,Marcus,M,53004,53004,2017
Houston Dynamo,Escalante,Jose,M,53004,53004,2017
New York Red Bulls,Escobar,Fidel,D,95000.04,95000.04,2017
Sporting Kansas City,Espinoza,Roger,M,850000,850000,2017
New York Red Bulls,Etienne,Derrick,M,53000,58000,2017
LAFC,Etim,Monday Bassey,M,53004,53004,2017
Seattle Sounders FC,Evans,Brad,D-M,300000,338501.25,2017
Philadelphia Union,Fabinho,,D,159759,167759,2017
New England Revolution,Fagundez,Diego,M,160000,180000,2017
Portland Timbers,Farfan,Marco,D,53000,53000,2017
New England Revolution,Farrell,Andrew,D,182600,263600,2017
Sporting Kansas City,Feilhaber,Benny,M,600000,600000,2017
Sporting Kansas City,Fernandes,Gerso,M-F,550008,591258,2017
Chicago Fire,Fernandez,Collin,M,85000,87000,2017
FC Dallas,Ferreira,Jesus,F,53000,53000,2017
FC Dallas,Figueroa,Maynor,D,320000,343333.33,2017
Minnesota United,Finlay,Ethan,M,290000,290000,2017
Montreal Impact,Fisher,Kyle,D,53004,53004,2017
Seattle Sounders FC,Fisher,Oniel,M-D,65625,65625,2017
Vancouver Whitecaps,Flores,Deybi,M,53000.04,53000.04,2017
Philadelphia Union,Fontana,Anthony,M,53004,61421.6,2017
