Date,Phase (degrees),Distance (M), Declination (degrees) , Azimuth (degrees) , Altitude (degrees) 
8/22/16,75,371284530.7, 7.18 , 359.55 , (37.83)
8/23/16,64,371966182.4, 10.99 , 344.51 , (32.75)
8/24/16,53,373110291.5, 14.11 , 331.33 , (26.25)
8/25/16,41,374593972.6, 16.32 , 319.66 , (18.89)
8/26/16,31,376339412.1, 17.51 , 309.02 , (11.09)
8/27/16,21,378315679.7, 17.62 , 298.96 , (1.93)
8/28/16,13,380525353, 16.67 , 289.06 , 4.76 
8/29/16,7,382981215, 14.77 , 278.99 , 12.07 
8/30/16,2,385679434.4, 12.09 , 268.44 , 18.83 
8/31/16,0,388576680.8, 8.81 , 257.18 , 24.76 
9/1/16,0,391576157.5, 5.15 , 245.06 , 29.61 
9/2/16,2,394525685.9, 1.28 , 232.11 , 33.12 
9/3/16,6,397227388.4, (2.62), 218.54 , 35.14 
9/4/16,12,399456985.3, (6.38), 204.79 , 35.58 
9/5/16,19,400988350.6, (9.88), 191.31 , 34.49 
9/6/16,27,401620158.6, (12.98), 178.49 , 32.04 
9/7/16,35,401200787.7, (15.57), 166.48 , 28.43 
9/8/16,45,399650648.2, (17.55), 155.27 , 23.89 
9/9/16,54,396979179.4, (18.79), 144.71 , 18.60 
9/10/16,64,393296204.9, (19.21), 134.57 , 12.74 
9/11/16,73,388815137, (18.73), 124.60 , 6.47 
9/12/16,82,383846045.5, (17.29), 114.52 , 0.21 
9/13/16,89,378775211.2, (14.92), 104.05 , (7.03)
9/14/16,95,374029493.9, (11.70), 92.87 , (13.77)
9/15/16,99,370026000.2, (7.76), 80.69 , (20.06)
9/16/16,100,367113811.2, (3.34), 67.26 , (25.55)
9/17/16,98,365519958.2, 1.29 , 52.49 , (29.79)
9/18/16,94,365315149.2, 5.81 , 36.62 , (32.34)
9/19/16,86,366410912.2, 9.92 , 20.28 , (32.93)
9/20/16,77,368589759.6, 13.34 , 4.27 , (31.56)
9/21/16,67,371557888, 15.84 , 349.23 , (28.51)
9/22/16,56,375004113.1, 17.29 , 335.43 , (24.18)
9/23/16,45,378649609, 17.63 , 322.84 , (18.99)
9/24/16,34,382278768.9, 16.91 , 311.22 , (13.30)
9/25/16,24,385749863.6, 15.24 , 300.30 , (7.35)
9/26/16,16,388987831.4, 12.78 , 289.78 , (0.72)
9/27/16,9,391965120.5, 9.69 , 279.43 , 4.45 
9/28/16,4,394676645.5, 6.16 , 269.04 , 9.78 
9/29/16,1,397114848, 2.38 , 258.43 , 14.70 
9/30/16,0,399249703.3, (1.50), 247.48 , 19.03 
10/1/16,1,401016912.4, (5.31), 236.13 , 22.61 
10/2/16,3,402315429.4, (8.90), 224.36 , 25.34 
10/3/16,8,403015228.4, (12.15), 212.25 , 27.12 
10/4/16,13,402972455.3, (14.93), 199.93 , 27.87 
10/5/16,21,402050675.5, (17.12), 187.55 , 27.59 
10/6/16,29,400145080.9, (18.61), 175.28 , 26.30 
10/7/16,38,397207325.5, (19.31), 163.21 , 24.05 
10/8/16,47,393268479, (19.15), 151.39 , 20.92 
10/9/16,57,388457731.3, (18.10), 139.80 , 16.99 
10/10/16,67,383013712.8, (16.12), 128.34 , 12.39 
10/11/16,77,377283449.3, (13.28), 116.88 , 7.22 
10/12/16,86,371704772.3, (9.66), 105.25 , 1.78 
10/13/16,93,366766471.8, (5.42), 93.26 , (2.97)
10/14/16,98,362946957.9, (0.80), 80.73 , (10.28)
10/15/16,100,360638189.1, 3.90 , 67.48 , (15.80)
10/16/16,99,360073571.1, 8.36 , 53.43 , (20.61)
10/17/16,95,361282153.2, 12.22 , 38.64 , (24.35)
10/18/16,89,364086678.3, 15.19 , 23.36 , (26.71)
10/19/16,80,368146773.1, 17.06 , 8.00 , (27.58)
10/20/16,70,373030736.5, 17.74 , 353.03 , (26.98)
10/21/16,60,378292586.5, 17.28 , 338.82 , (25.11)
10/22/16,49,383534060, 15.79 , 325.53 , (22.23)
10/23/16,38,388442858.3, 13.47 , 313.17 , (18.60)
10/24/16,29,392806683.5, 10.51 , 301.61 , (14.46)
10/25/16,20,396508014.2, 7.08 , 290.68 , (10.00)
10/26/16,13,399506411.1, 3.37 , 280.21 , (4.99)
10/27/16,7,401813612.5, (0.48), 270.00 , (0.10)
10/28/16,3,403467410.4, (4.30), 259.91 , 4.13 
10/29/16,1,404507408.3, (7.97), 249.77 , 8.50 
10/30/16,0,404956281.4, (11.35), 239.46 , 12.65 
10/31/16,1,404808665.6, (14.30), 228.86 , 16.43 
11/1/16,4,404028858.8, (16.69), 217.89 , 19.73 
11/2/16,9,402557647.4, (18.42), 206.48 , 22.42 
11/3/16,15,400327179.8, (19.38), 194.63 , 24.39 
11/4/16,23,397282422.1, (19.50), 182.36 , 25.51 
11/5/16,31,393406307.1, (18.74), 169.75 , 25.68 
11/6/16,41,388746240.4, (17.10), 156.94 , 24.84 
11/7/16,51,383437925.2, (14.61), 144.04 , 22.93 
11/8/16,62,377722325.7, (11.34), 131.17 , 19.98 
11/9/16,72,371949776.8, (7.41), 118.40 , 16.02 
11/10/16,81,366564344.8, (2.99), 105.74 , 11.17 
11/11/16,90,362062656.7, 1.68 , 93.13 , 5.64 
11/12/16,96,358926292.3, 6.32 , 80.46 , (0.02)
11/13/16,99,357537039.4, 10.57 , 67.59 , (6.77)
11/14/16,100,358096850.7, 14.09 , 54.39 , (12.91)
11/15/16,97,360579532.9, 16.56 , 40.74 , (18.42)
11/16/16,92,364733498.5, 17.79 , 26.63 , (23.00)
11/17/16,84,370133908.1, 17.76 , 12.15 , (26.38)
11/18/16,75,376264698.6, 16.57 , 357.55 , (28.40)
11/19/16,65,382602527.4, 14.42 , 343.15 , (29.00)
11/20/16,55,388683195.4, 11.55 , 329.29 , (28.29)
11/21/16,44,394141564.5, 8.17 , 316.17 , (26.43)
11/22/16,35,398727475.1, 4.47 , 303.90 , (23.62)
11/23/16,26,402302855.3, 0.63 , 292.43 , (20.06)
11/24/16,18,404826360, (3.22), 281.67 , (15.90)
11/25/16,11,406331392.8, (6.95), 271.46 , (11.30)
11/26/16,6,406900747.9, (10.42), 261.63 , (6.27)
11/27/16,2,406641323.1, (13.52), 252.01 , (0.56)
11/28/16,1,405661235.4, (16.12), 242.43 , 4.15 
11/29/16,0,404051882.4, (18.08), 232.70 , 9.26 
11/30/16,2,401876901.3, (19.30), 222.65 , 14.27 
12/1/16,5,399169625.7, (19.69), 212.09 , 19.00 
12/2/16,11,395940052.3, (19.20), 200.84 , 23.24 
12/3/16,17,392190305.9, (17.82), 188.77 , 26.77 
12/4/16,26,387937244.8, (15.59), 175.81 , 29.34 
12/5/16,35,383238828.6, (12.59), 162.05 , 30.69 
12/6/16,45,378220102.2, (8.94), 147.75 , 30.60 
12/7/16,56,373093154.5, (4.77), 133.29 , 28.90 
12/8/16,67,368164049.5, (0.28), 119.08 , 25.60 
12/9/16,77,363819625.4, 4.31 , 105.41 , 20.82 
12/10/16,86,360489075.6, 8.70 , 92.38 , 14.78 
12/11/16,93,358579997.9, 12.58 , 79.92 , 7.84 
12/12/16,98,358400058.6, 15.61 , 67.84 , 0.63 
12/13/16,100,360084856.5, 17.50 , 55.88 , (7.50)
12/14/16,99,363556926.5, 18.10 , 43.76 , (14.97)
12/15/16,95,368531521.4, 17.42 , 31.22 , (21.77)
12/16/16,88,374566420.9, 15.61 , 18.07 , (27.55)
12/17/16,80,381137098, 12.91 , 4.25 , (32.00)
12/18/16,71,387713696.4, 9.59 , 349.89 , (34.89)
12/19/16,62,393822612.8, 5.88 , 335.38 , (36.12)
12/20/16,52,399085925.7, 2.00 , 321.18 , (35.70)
12/21/16,42,403239995.8, (1.91), 307.75 , (33.78)
12/22/16,33,406137346.7, (5.71), 295.32 , (30.59)
12/23/16,24,407737782.8, (9.28), 283.93 , (26.36)
12/24/16,17,408091983.9, (12.52), 273.49 , (21.29)
12/25/16,10,407320919.8, (15.29), 263.79 , (15.58)
12/26/16,5,405592582.6, (17.47), 254.60 , (9.36)
12/27/16,2,403097674.4, (18.96), 245.70 , (1.66)
12/28/16,0,400026932.5, (19.64), 236.83 , 4.22 
12/29/16,1,396551379.4, (19.44), 227.73 , 11.02 
12/30/16,3,392809400.3, (18.33), 218.09 , 17.80 
12/31/16,7,388901902.2, (16.33), 207.57 , 24.28 
1/1/17,13,384898060.2, (13.53), 195.81 , 30.13 
1/2/17,21,380850748.5, (10.05), 182.50 , 34.94 
1/3/17,30,376819076.2, (6.04), 167.53 , 38.23 
1/4/17,40,372893500.5, (1.69), 151.27 , 39.48 
1/5/17,51,369217352.9, 2.80 , 134.63 , 38.35 
1/6/17,62,365996835.8, 7.17 , 118.70 , 34.84 
1/7/17,73,363493846.7, 11.17 , 104.19 , 29.23 
1/8/17,83,361996790.4, 14.50 , 91.24 , 22.02 
1/9/17,91,361772162.3, 16.87 , 79.63 , 13.69 
1/10/17,96,363005579.3, 18.07 , 68.94 , 4.78 
1/11/17,99,365748975.1, 17.99 , 58.73 , (3.32)
1/12/17,100,369890958.6, 16.69 , 48.56 , (13.70)
1/13/17,97,375160436.7, 14.34 , 37.98 , (22.28)
1/14/17,93,381162176.7, 11.21 , 26.58 , (29.98)
1/15/17,86,387431840.2, 7.56 , 13.97 , (36.47)
1/16/17,78,393495127.4, 3.64 , 359.95 , (41.37)
1/17/17,69,398918456, (0.36), 344.69 , (44.33)
1/18/17,60,403345709.3, (4.27), 328.89 , (45.16)
1/19/17,50,406520040, (7.96), 313.55 , (43.85)
1/20/17,41,408293100.8, (11.32), 299.52 , (40.66)
1/21/17,32,408624870.5, (14.25), 287.15 , (35.94)
1/22/17,23,407576408.6, (16.64), 276.34 , (30.04)
1/23/17,16,405296828.6, (18.37), 266.80 , (23.24)
1/24/17,9,402005777.7, (19.35), 258.16 , (15.73)
1/25/17,5,397970970.5, (19.47), 250.08 , (7.66)
1/26/17,1,393482797, (18.68), 242.19 , 1.15 
1/27/17,0,388826805.5, (16.97), 234.16 , 9.57 
1/28/17,1,384257857.9, (14.40), 225.58 , 18.29 
1/29/17,4,379980031.6, (11.07), 215.93 , 26.85 
1/30/17,9,376136518.8, (7.15), 204.58 , 34.83 
1/31/17,17,372812412.9, (2.83), 190.77 , 41.66 
2/1/17,26,370049824.9, 1.66 , 173.97 , 46.52 
2/2/17,36,367871848.3, 6.07 , 154.69 , 48.50 
2/3/17,47,366307671.7, 10.15 , 135.03 , 47.03 
2/4/17,59,365411562.7, 13.63 , 117.38 , 42.34 
2/5/17,70,365268475, 16.26 , 102.74 , 35.21 
2/6/17,80,365982450.4, 17.83 , 90.79 , 26.48 
2/7/17,88,367650146, 18.22 , 80.77 , 16.82 
2/8/17,94,370324958.7, 17.40 , 71.95 , 6.73 
2/9/17,98,373983307.4, 15.48 , 63.74 , (2.28)
2/10/17,100,378502515.7, 12.66 , 55.62 , (13.79)
2/11/17,99,383657711.7, 9.19 , 47.12 , (23.48)
2/12/17,96,389138582, 5.32 , 37.68 , (32.46)
2/13/17,91,394580406.1, 1.28 , 26.68 , (40.43)
2/14/17,84,399602162.8, (2.74), 13.47 , (46.98)
2/15/17,76,403843694.7, (6.57), 357.67 , (51.55)
2/16/17,68,406997300.7, (10.09), 339.81 , (53.59)
2/17/17,59,408831490.8, (13.19), 321.69 , (52.83)
2/18/17,49,409207252.6, (15.76), 305.33 , (49.46)
2/19/17,40,408087003, (17.71), 291.66 , (44.06)
2/20/17,31,405537618.5, (18.95), 280.51 , (37.19)
2/21/17,22,401727369.8, (19.38), 271.28 , (29.25)
2/22/17,15,396916587.3, (18.93), 263.34 , (20.50)
2/23/17,8,391440384.5, (17.58), 256.18 , (11.11)
2/24/17,3,385683161.4, (15.33), 249.35 , (0.53)
2/25/17,1,380044330.5, (12.25), 242.43 , 9.14 
2/26/17,0,374898469.3, (8.46), 234.93 , 19.53 
2/27/17,2,370555403.6, (4.17), 226.21 , 29.86 
2/28/17,7,367228511.2, 0.39 , 215.32 , 39.66 
3/1/17,13,365019778.3, 4.95 , 200.87 , 48.19 
3/2/17,22,363926558, 9.23 , 181.49 , 54.23 
3/3/17,33,363867100.7, 12.93 , 157.94 , 56.26 
3/4/17,44,364717650.2, 15.80 , 134.88 , 53.56 
3/5/17,55,366348842.5, 17.64 , 116.47 , 47.09 
3/6/17,66,368651306.8, 18.33 , 102.90 , 38.33 
3/7/17,76,371545488, 17.84 , 92.70 , 28.37 
3/8/17,85,374974401.9, 16.26 , 84.56 , 17.85 
3/9/17,92,378884860.7, 13.74 , 77.59 , 7.16 
3/10/17,97,383204275.7, 10.49 , 71.18 , (2.29)
3/11/17,99,387819967.2, 6.76 , 64.85 , (14.22)
3/12/17,100,392567739.6, 2.76 , 58.14 , (24.39)
3/13/17,98,397231812, (1.31), 50.51 , (34.02)
3/14/17,95,401556103.5, (5.26), 41.25 , (42.88)
3/15/17,89,405264087, (8.93), 29.38 , (50.60)
3/16/17,83,408083032.3, (12.21), 13.76 , (56.56)
3/17/17,75,409769014.5, (14.98), 354.07 , (59.87)
3/18/17,66,410130530.2, (17.14), 332.57 , (59.76)
3/19/17,57,409049013.3, (18.61), 313.26 , (56.28)
3/20/17,48,406495553.4, (19.31), 298.11 , (50.25)
3/21/17,38,402543053, (19.17), 286.67 , (42.52)
3/22/17,29,397373332.3, (18.16), 277.80 , (33.64)
3/23/17,20,391276920.4, (16.28), 270.54 , (23.89)
3/24/17,12,384642815.2, (13.54), 264.20 , (13.46)
3/25/17,6,377934658.3, (10.04), 258.25 , (1.43)
3/26/17,2,371651410.5, (5.90), 252.22 , 9.08 
3/27/17,0,366272770.6, (1.35), 245.60 , 20.73 
3/28/17,1,362197280.3, 3.36 , 237.63 , 32.38 
3/29/17,5,359686349.7, 7.91 , 227.11 , 43.52 
3/30/17,11,358830575.5, 11.98 , 211.95 , 53.26 
3/31/17,19,359551064.3, 15.24 , 189.59 , 59.95 
4/1/17,29,361634299.3, 17.44 , 161.43 , 61.40 
4/2/17,40,364789228.9, 18.46 , 136.13 , 57.10 
4/3/17,52,368707072, 18.25 , 118.45 , 49.06 
4/4/17,63,373107957.8, 16.90 , 106.58 , 39.24 
4/5/17,73,377767014.5, 14.59 , 98.08 , 28.69 
4/6/17,82,382518618.4, 11.52 , 91.45 , 17.90 
4/7/17,89,387244725.6, 7.91 , 85.82 , 7.13 
4/8/17,95,391854286.8, 3.97 , 80.63 , (2.30)
4/9/17,98,396260467, (0.09), 75.48 , (14.21)
4/10/17,100,400361871.9, (4.10), 69.96 , (24.41)
4/11/17,99,404031088, (7.90), 63.60 , (34.21)
4/12/17,97,407112314.2, (11.35), 55.71 , (43.43)
4/13/17,93,409427909.9, (14.31), 45.21 , (51.77)
4/14/17,88,410792153.9, (16.69), 30.53 , (58.66)
4/15/17,81,411029739.3, (18.38), 10.26 , (63.07)
4/16/17,73,409997439.2, (19.31), 346.14 , (63.77)
4/17/17,64,407606154.7, (19.44), 323.99 , (60.43)
4/18/17,55,403842824, (18.72), 307.33 , (54.07)
4/19/17,45,398789475.1, (17.15), 295.47 , (45.80)
4/20/17,35,392638691.3, (14.76), 286.71 , (36.31)
4/21/17,26,385701273.8, (11.60), 279.77 , (25.92)
4/22/17,17,378402305.6, (7.76), 273.82 , (14.80)
4/23/17,9,371259382.4, (3.40), 268.28 , (1.86)
4/24/17,4,364838201.9, 1.28 , 262.64 , 9.19 
4/25/17,1,359685200.3, 6.00 , 256.36 , 21.59 
4/26/17,0,356245453.8, 10.43 , 248.61 , 33.98 
4/27/17,3,354786503.1, 14.19 , 238.00 , 45.77 
4/28/17,9,355352723.4, 16.95 , 221.96 , 55.96 
4/29/17,17,357768494.4, 18.47 , 197.28 , 62.59 
4/30/17,26,361689158.9, 18.67 , 166.70 , 63.16 
5/1/17,37,366679393.1, 17.61 , 141.49 , 57.75 
5/2/17,48,372293075.7, 15.48 , 125.11 , 49.02 
5/3/17,59,378133511.2, 12.52 , 114.43 , 38.96 
5/4/17,69,383886659, 8.98 , 106.84 , 28.43 
5/5/17,78,389328901.1, 5.07 , 100.90 , 17.82 
5/6/17,86,394316488.1, 1.01 , 95.82 , 7.32 
5/7/17,92,398764013.3, (3.05), 91.10 , (1.95)
5/8/17,96,402619995.7, (6.94), 86.37 , (13.44)
5/9/17,99,405843090.5, (10.52), 81.28 , (23.42)
5/10/17,100,408384185.1, (13.66), 75.38 , (33.06)
5/11/17,99,410175358.3, (16.25), 68.05 , (42.25)
5/12/17,96,411127441.6, (18.16), 58.28 , (50.70)
5/13/17,92,411135661.8, (19.33), 44.49 , (57.91)
5/14/17,86,410092354.9, (19.69), 24.98 , (62.87)
5/15/17,79,407905461.5, (19.21), 0.66 , (64.21)
5/16/17,71,404520644.2, (17.89), 337.32 , (61.32)
5/17/17,61,399945426.9, (15.78), 319.53 , (55.08)
5/18/17,51,394273018.5, (12.91), 306.94 , (46.72)
5/19/17,41,387702794.2, (9.38), 297.74 , (37.02)
5/20/17,31,380553218.2, (5.30), 290.48 , (26.37)
5/21/17,21,373261216.3, (0.82), 284.26 , (14.97)
5/22/17,12,366360545.9, 3.84 , 278.44 , (1.79)
5/23/17,6,360432718.3, 8.41 , 272.48 , 9.54 
5/24/17,1,356030056.1, 12.55 , 265.76 , 22.11 
5/25/17,0,353582518.7, 15.88 , 257.43 , 34.52 
5/26/17,2,353313515.3, 18.06 , 245.99 , 46.12 
5/27/17,7,355194832.4, 18.89 , 228.99 , 55.80 
5/28/17,14,358959451.9, 18.33 , 204.04 , 61.59 
5/29/17,23,364166442.3, 16.52 , 175.12 , 61.46 
5/30/17,33,370292530.6, 13.73 , 151.76 , 55.98 
5/31/17,44,376819041.4, 10.24 , 136.17 , 47.58 
6/1/17,54,383295429.7, 6.32 , 125.66 , 37.99 
6/2/17,64,389372405.6, 2.20 , 117.98 , 27.98 
6/3/17,73,394809701.7, (1.93), 111.83 , 17.89 
6/4/17,82,399465344.8, (5.92), 106.50 , 7.89 
6/5/17,88,403275105.9, (9.63), 101.49 , (1.22)
6/6/17,94,406227351.2, (12.93), 96.45 , (11.92)
6/7/17,97,408338068.2, (15.71), 91.02 , (21.49)
6/8/17,99,409628922.3, (17.84), 84.78 , (30.77)
6/9/17,100,410111303.3, (19.24), 77.15 , (39.61)
6/10/17,98,409777165, (19.84), 67.23 , (47.75)
6/11/17,95,408597980.6, (19.59), 53.77 , (54.68)
6/12/17,90,406531987.2, (18.49), 35.54 , (59.49)
6/13/17,83,403538780.1, (16.57), 13.26 , (61.03)
6/14/17,75,399599933.6, (13.92), 351.17 , (58.66)
6/15/17,66,394743661.2, (10.61), 333.22 , (52.96)
6/16/17,56,389070312.3, (6.76), 319.82 , (44.99)
6/17/17,45,382775326.3, (2.51), 309.65 , (35.54)
6/18/17,35,376163652.5, 1.97 , 301.44 , (25.07)
6/19/17,24,369649297.9, 6.47 , 294.27 , (13.86)
6/20/17,15,363731745.6, 10.72 , 287.47 , (1.19)
6/21/17,7,358944230.5, 14.39 , 280.46 , 10.04 
6/22/17,2,355775124.6, 17.14 , 272.58 , 22.07 
6/23/17,0,354577409.8, 18.66 , 262.98 , 33.69 
6/24/17,1,355492850.4, 18.78 , 250.33 , 44.19 
6/25/17,5,358418519.2, 17.52 , 232.96 , 52.47 
6/26/17,11,363029682.6, 15.07 , 210.24 , 57.00 
6/27/17,19,368848348.4, 11.74 , 185.72 , 56.64 
6/28/17,29,375332260.3, 7.84 , 165.03 , 52.00 
6/29/17,39,381956264.4, 3.65 , 149.82 , 44.77 
6/30/17,49,388270407.7, (0.59), 138.72 , 36.28 
7/1/17,59,393930834.2, (4.72), 130.17 , 27.24 
7/2/17,68,398707760.5, (8.58), 123.10 , 18.02 
7/3/17,77,402477604.7, (12.05), 116.85 , 8.80 
7/4/17,84,405205256.7, (15.01), 110.92 , 0.02 
7/5/17,90,406921402.9, (17.36), 104.96 , (9.65)
7/6/17,95,407698249.1, (19.00), 98.59 , (18.59)
7/7/17,98,407626356.9, (19.84), 91.42 , (27.26)
7/8/17,100,406794477.1, (19.83), 82.91 , (35.47)
7/9/17,99,405274919.6, (18.95), 72.36 , (42.94)
7/10/17,97,403115752, (17.23), 58.94 , (49.15)
7/11/17,93,400341809, (14.74), 42.09 , (53.37)
7/12/17,87,396963783.9, (11.57), 22.57 , (54.75)
7/13/17,79,392996027.3, (7.85), 2.96 , (52.82)
7/14/17,70,388479361.7, (3.74), 345.80 , (47.91)
7/15/17,60,383506647.7, 0.61 , 331.86 , (40.76)
7/16/17,49,378245564, 5.01 , 320.55 , (32.07)
7/17/17,38,372952609.5, 9.22 , 310.99 , (22.34)
7/18/17,27,367971640.5, 13.00 , 302.40 , (11.91)
7/19/17,17,363709836.6, 16.04 , 294.14 , (0.39)
7/20/17,9,360588867.8, 18.04 , 285.63 , 10.03 
7/21/17,3,358975996.8, 18.78 , 276.25 , 20.74 
7/22/17,0,359109645.2, 18.16 , 265.29 , 30.79 
7/23/17,0,361042652.1, 16.25 , 251.90 , 39.49 
7/24/17,3,364622699.7, 13.28 , 235.43 , 46.00 
7/25/17,8,369517356.3, 9.54 , 216.21 , 49.42 
7/26/17,15,375273499.6, 5.36 , 196.35 , 49.30 
7/27/17,24,381390462.1, 1.01 , 178.47 , 46.02 
7/28/17,33,387387464.9, (3.27), 163.76 , 40.52 
7/29/17,43,392853079, (7.32), 151.91 , 33.68 
7/30/17,53,397474343.5, (10.99), 142.16 , 26.12 
7/31/17,62,401047390, (14.16), 133.76 , 18.18 
8/1/17,71,403474899.2, (16.74), 126.15 , 10.09 
8/2/17,79,404754293.7, (18.62), 118.90 , 2.09 
8/3/17,87,404960008.3, (19.72), 111.63 , (6.25)
8/4/17,92,404222068.9, (19.98), 104.00 , (14.41)
8/5/17,97,402702650.8, (19.36), 95.63 , (22.20)
8/6/17,99,400572776.4, (17.86), 86.11 , (29.53)
8/7/17,100,397991312.1, (15.54), 74.93 , (36.09)
8/8/17,99,395089084.8, (12.49), 61.65 , (41.45)
8/9/17,95,391960557.6, (8.85), 46.14 , (45.03)
8/10/17,90,388665675.2, (4.78), 28.98 , (46.27)
8/11/17,82,385241254.6, (0.44), 11.58 , (44.86)
8/12/17,73,381721221.7, 3.94 , 355.41 , (40.96)
8/13/17,63,378160958.4, 8.16 , 341.18 , (35.04)
8/14/17,52,374660535.5, 11.99 , 328.80 , (27.65)
8/15/17,40,371379794.7, 15.15 , 317.81 , (19.26)
8/16/17,29,368539288.8, 17.41 , 307.67 , (10.26)
8/17/17,19,366401960.5, 18.55 , 297.84 , (0.34)
8/18/17,11,365235803.1, 18.43 , 287.85 , 8.37 
8/19/17,5,365262936.8, 17.05 , 277.22 , 17.18 
8/20/17,1,366607326.8, 14.53 , 265.52 , 25.22 
8/21/17,0,369256503.5, 11.11 , 252.38 , 31.99 
8/22/17,2,373049441, 7.09 , 237.67 , 37.01 
8/23/17,6,377694425.7, 2.75 , 221.77 , 39.85 
8/24/17,12,382810122.9, (1.65), 205.57 , 40.34 
8/25/17,19,387977718.9, (5.88), 190.15 , 38.64 
8/26/17,27,392791740.8, (9.78), 176.20 , 35.18 
8/27/17,37,396900982.8, (13.20), 163.91 , 30.42 
8/28/17,46,400036580.9, (16.03), 153.03 , 24.80 
8/29/17,56,402027268.7, (18.17), 143.23 , 18.61 
8/30/17,65,402804184.5, (19.55), 134.13 , 12.07 
8/31/17,74,402397248.5, (20.09), 125.39 , 5.37 
9/1/17,82,400924504.5, (19.76), 116.69 , (0.87)
9/2/17,89,398575470.6, (18.54), 107.73 , (8.54)
9/3/17,94,395589055.7, (16.46), 98.21 , (15.24)
9/4/17,98,392227018.3, (13.59), 87.81 , (21.58)
9/5/17,100,388745299.9, (10.05), 76.23 , (27.28)
9/6/17,100,385366473.7, (5.99), 63.22 , (31.99)
9/7/17,97,382258357.7, (1.61), 48.77 , (35.29)
9/8/17,92,379523077.6, 2.88 , 33.19 , (36.80)
9/9/17,85,377200236.9, 7.24 , 17.22 , (36.29)
9/10/17,76,375283252.4, 11.21 , 1.68 , (33.78)
9/11/17,65,373745478.1, 14.53 , 347.16 , (29.56)
9/12/17,54,372568592.6, 16.98 , 333.84 , (24.01)
9/13/17,43,371765762.2, 18.36 , 321.57 , (17.54)
9/14/17,32,371392403.7, 18.56 , 310.05 , (10.53)
9/15/17,21,371540890.3, 17.54 , 298.96 , (1.99)
9/16/17,13,372319269, 15.41 , 287.96 , 4.10 
9/17/17,6,373819320.8, 12.34 , 276.76 , 10.84 
9/18/17,2,376081659.3, 8.57 , 265.11 , 17.04 
9/19/17,0,379067830.4, 4.35 , 252.87 , 22.36 
9/20/17,1,382647355.5, (0.04), 239.99 , 26.56 
9/21/17,3,386602746.9, (4.38), 226.59 , 29.42 
9/22/17,8,390650685.5, (8.47), 212.96 , 30.85 
9/23/17,14,394473926.4, (12.14), 199.45 , 30.85 
9/24/17,21,397756582.9, (15.24), 186.41 , 29.56 
9/25/17,30,400217286.5, (17.68), 174.04 , 27.15 
9/26/17,39,401636668.7, (19.35), 162.39 , 23.84 
9/27/17,48,401877458.6, (20.20), 151.40 , 19.81 
9/28/17,58,400897440.5, (20.18), 140.92 , 15.22 
9/29/17,67,398755235.8, (19.27), 130.74 , 10.21 
9/30/17,76,395608352.3, (17.49), 120.67 , 4.94 
10/1/17,84,391703501.3, (14.89), 110.49 , (0.18)
10/2/17,91,387357405.4, (11.56), 99.96 , (6.28)
10/3/17,96,382927539.8, (7.61), 88.88 , (11.91)
10/4/17,99,378774061.8, (3.22), 77.02 , (17.10)
10/5/17,100,375216828.8, 1.39 , 64.23 , (21.69)
10/6/17,98,372494645.4, 5.97 , 50.45 , (25.37)
10/7/17,94,370737154.2, 10.22 , 35.79 , (27.81)
10/8/17,87,369956964.3, 13.86 , 20.60 , (28.79)
10/9/17,78,370065255.3, 16.62 , 5.35 , (28.22)
10/10/17,68,370906226.2, 18.28 , 350.52 , (26.20)
10/11/17,57,372300390.3, 18.73 , 336.41 , (22.95)
10/12/17,46,374083935.5, 17.97 , 323.15 , (18.75)
10/13/17,35,376135787.4, 16.09 , 310.65 , (13.92)
10/14/17,25,378387188.7, 13.26 , 298.77 , (8.70)
10/15/17,16,380814210.3, 9.71 , 287.31 , (2.04)
10/16/17,9,383417618.5, 5.67 , 276.07 , 2.23 
10/17/17,4,386196542.3, 1.37 , 264.89 , 7.13 
10/18/17,1,389122907.8, (2.98), 253.64 , 11.74 
10/19/17,0,392122802.5, (7.17), 242.21 , 15.84 
10/20/17,1,395068917.4, (11.03), 230.56 , 19.27 
10/21/17,5,397785040.2, (14.38), 218.70 , 21.94 
10/22/17,9,400060858.4, (17.10), 206.66 , 23.76 
10/23/17,16,401674356.3, (19.09), 194.54 , 24.70 
10/24/17,23,402417555.3, (20.25), 182.43 , 24.75 
10/25/17,31,402122706.9, (20.54), 170.44 , 23.94 
10/26/17,41,400686187.7, (19.96), 158.61 , 22.31 
10/27/17,50,398088631.2, (18.50), 146.98 , 19.91 
10/28/17,60,394409871.3, (16.22), 135.52 , 16.81 
10/29/17,69,389836813.5, (13.17), 124.16 , 13.06 
10/30/17,78,384661693.9, (9.46), 112.81 , 8.76 
10/31/17,86,379267623.6, (5.23), 101.34 , 4.06 
11/1/17,93,374097693.9, (0.63), 89.63 , (0.56)
11/2/17,97,369607326, 4.09 , 77.51 , (6.46)
11/3/17,100,366202759.4, 8.64 , 64.85 , (11.75)
11/4/17,99,364178180.5, 12.71 , 51.53 , (16.58)
11/5/17,96,363667098.4, 15.95 , 37.52 , (20.70)
11/6/17,90,364624998.5, 18.08 , 22.91 , (23.82)
11/7/17,81,366849614.5, 18.93 , 7.93 , (25.70)
11/8/17,71,370031851.9, 18.47 , 352.93 , (26.24)
11/9/17,61,373820923.1, 16.81 , 338.28 , (25.46)
